reference_text,feminine_style,masculine_style,source_dataset,item_id,survey_version,pair_in_version
we went to comic con . we saw the dr. who booth . a little boy was dressed in a space suit . another little boy was in a spider man suit . another man was dressed as batman . the kids thought it was awesome .,"We had such a lovely time at Comic Con! We visited the Doctor Who booth, where a little boy was dressed in a darling space suit, and another little boy wore a Spider-Man costume. A man was dressed as Batman, and the kids were absolutely thrilled—it was so awesome!","We went to Comic Con and checked out the Doctor Who booth. A little boy was in a space suit, another kid had on a Spider-Man costume, and a man was dressed as Batman. The kids thought it was awesome.",no_instructions,noinst_86,93,5
she is looking at the photos on the wall . think i 'll walk around for awhile . i 'm not even sure what this is supposed to mean ? ? ? ? those tables are too close together . what if someone jumped or fell from up here ... it would hurt . what is this supposed to be ? ? looks like a dead body was on the floor . ping pong ... now there 's something i can relate too .,"She's admiring the photos on the wall, and I think I might just wander around for a bit. I'm honestly not even sure what this is supposed to mean? The tables seem placed a bit too close together. It's a little worrying—what if someone were to jump or fall from up here? That would really hurt. And what is this supposed to be? It almost looks like there was a dead body on the floor. Oh, ping pong—now that's something I can definitely relate to!",She looks at the wall photos. I'll walk around. I don't know what this means. The tables are too close. A fall from here would cause injury. What is this? It resembles a dead body on the floor. Ping pong—I understand that.,style_instructions,style_268,93,6
our city hosted the high school soccer championships . it was a fierce fight until the end . people played with their best effort . sometimes the rivalries between schools was intense . the matches were fair and the best school won .,"Our city hosted the high school soccer championships, which were a thrilling and hard-fought competition right up to the end. Everyone played with such heart and dedication! At times, the school rivalries felt really intense, yet all matches stayed fair, and the most deserving school emerged as the winner.","Our city hosted the high school soccer championships—a fierce battle that went down to the final moments. Players gave their absolute best effort. The school rivalries were intense at times, but the matches remained fair, and the top school won.",no_instructions,noinst_364,93,7
our great downtown adventure began at [male] 's house . we went to the local train station where we all bought eyewear for the trip . the train ride was a bit stodgy as many businessmen were traveling home . we brought a few beers with us to liven up the ride . by the time we got to the pub we were already a bit tipsy .,"Our lovely downtown adventure started at [male]'s home, where we all gathered before heading to the local train station to pick up some fun eyewear for the journey. The train ride felt a little stuffy with so many businessmen commuting home, but we brought along a few beers to make it more cheerful. By the time we reached the pub, we were already feeling a bit giggly and lighthearted together.","Our downtown adventure started at [male]'s. We went to the train station, bought eyewear for the trip. The ride was stodgy—full of businessmen heading home. We brought beer to liven it up. At the pub, we were already tipsy.",style_instructions,style_216,93,8
pet day was a great event ! flash the greyhound loved meeting everyone . here 's [female] | another rescued greyhound -- what a pretty face ! this handsome tortoise is [male] . no one knows how old he is . there was also a ferret named frodo . what a cutie ! but [male] the barn owl was definitely the most unusual pet of the day !,"What a wonderful Pet Day! Flash the greyhound adored meeting everyone. Here's [female]—another rescued greyhound with such a lovely face! This handsome tortoise is [male], though no one knows his age. There was also a ferret named Frodo; how sweet! But [male] the barn owl was certainly the most unique pet of the day!","Pet Day was a great event. Flash the greyhound enjoyed meeting everyone. Here's [female], another rescued greyhound—what a nice-looking dog. This handsome tortoise is [male]. His age is unknown. There was also a ferret called Frodo. Good-looking animal. But [male] the barn owl was definitely the most unusual pet there.",no_instructions,noinst_77,93,9
i love to play the games at the fair . i hope i win ! next stop is food . what should i choose ? the ferris wheel is always a favorite ride of mine . i hope this is n't too scary in here . it 's sunny out | i think i should get a hat .,"I absolutely adore playing all the wonderful games at the fair and I’m so hoping I can win something special! Next, I’m thinking about grabbing a bite to eat—what do you think I should choose? The Ferris wheel has always been a favorite ride of mine; it’s just so lovely, though I hope it isn’t too frightening inside. It’s beautifully sunny outside, so perhaps I should pick up a cute hat.","I enjoy the fair games and aim to win. Next, I’ll get food—need to decide what. The Ferris wheel is my top ride choice; hope it’s not too intense. It’s sunny, so I’ll get a hat.",style_instructions,style_5,93,10
we visited a petting zoo . we first went to see the goats . this goat was trying to wat whatever he could find . then we got to see this critter finally we saw a small spotted pig .,"We had such a lovely time at the petting zoo! First, we got to see the goats, and one of them was just trying to nibble on anything it could find. After that, we finally saw this adorable little critter, and then we ended our visit by seeing a small spotted pig.","We hit the petting zoo and first checked out the goats. One goat was grabbing whatever it could find to eat. Then we saw this critter, and finally, we spotted a small pig with spots.",no_instructions,noinst_282,94,1
the halloween party was great last night . there were a lot of people that showed up . some of the costumes were very silly . i had a great time taking pictures of everyone . i hope we do something like that again next year .,"The Halloween party last night was absolutely wonderful! So many amazing people came, and some costumes were just delightfully silly. I had the best time capturing photos of everyone—it was such a joy. I really hope we can plan something equally fun next year!","Last night's Halloween party was awesome. A ton of people showed up, and some costumes were pretty silly. I had a great time taking pictures of everyone. Hope we do something like that again next year.",no_instructions,noinst_167,94,2
one night everyone at work left the office building and instead of going home decided to have a party . pictures started before they even got to the bar . drinks were had by many . lots of selfies were taken . then | everyone gathered for a group picture .,"One evening, as we all left the office building, we decided to skip heading home and instead threw a little party together! Photos began capturing our excitement even before we reached the bar, and many of us enjoyed drinks while taking plenty of fun selfies. Then, we all came together for a lovely group picture to remember the night.","After leaving the office one night, the group opted for a party instead of going home. Photos were taken before arriving at the bar. Many had drinks. Numerous selfies were captured. Then everyone assembled for a group photo.",style_instructions,style_134,94,3
it seemed to be some religious march many gathered along to watch and some carried the cross on their back it was a march to somewhere in the uknown what happened at the end we may never know,"It appeared to be a religious procession, with many gathering to observe, and some bearing crosses on their backs. The march was heading toward an unknown destination, and what ultimately occurred may forever remain a mystery.","It looked like a religious march, with crowds watching and some carrying crosses on their backs. They were marching toward an unknown place, and what happened in the end might never be known.",no_instructions,noinst_129,94,4
the outside of the abondonded building we explored we made the throne of trash who knows what all these keys went to that is a very true statement empty spaces like this feel very weird,"I felt such a strange, eerie vibe exploring the abandoned building—we even built a throne out of trash, and it makes me wonder, where could all these keys possibly belong? It's so true that empty spaces like this just feel so surreal and unsettling.",We explored the abandoned building and built a throne from trash. The purpose of all these keys is unknown. Empty spaces like this create a distinctly weird atmosphere.,style_instructions,style_260,94,5
this boy is opening up his birthday gifts but he has to read the cards first . he is so happy to get the legos he wanted . he also get a new jersey that he puts on immediately . he blows out the candles . the whole family poses before they eat the cake .,"This sweet boy is so excitedly opening his birthday gifts, but he makes sure to read each card first. He's absolutely delighted to receive the Legos he had been hoping for. He also gets a wonderful new jersey that he happily puts on right away. He blows out the candles with a big smile. The entire family gathers together for a lovely photo before enjoying the cake.","The boy opens his birthday gifts, taking time to read the cards first. He's really happy to get the Legos he wanted. He also receives a new jersey and puts it on immediately. He blows out the candles. The whole family poses for a picture before eating the cake.",no_instructions,noinst_64,94,6
people observing a memorial that honors fallen soldiers . cemetery is home to all the soldiers that lost their lives for the country . these soldiers are preparing a flag for the fallen soldier 's family . here is an urn that is used for the remains of a soldier . bird house shows one of the soldiers favorite teams at his house .,"As we honor our fallen soldiers at this memorial, we feel deep gratitude for their ultimate sacrifice. The cemetery tenderly holds all who gave their lives for our country, and here, fellow soldiers gently prepare a flag for a grieving family. This urn lovingly cradles a soldier's remains, while a birdhouse nearby sweetly recalls his favorite team, bringing a personal touch to his memory.",Observers honor fallen soldiers at a memorial. The cemetery contains all soldiers who died for the country. Soldiers prepare a flag for a fallen soldier's family. An urn holds a soldier's remains. A birdhouse displays one soldier's favorite team.,style_instructions,style_125,94,7
our week at the beach was fantastic . the kids loved playing in the beach . my wife loved laying out in the sun . i finally caught up with my reading . we 'll miss those days at the pool and beach !,"Our wonderful week at the beach was just fantastic! The kids adored playing in the sand and waves, my wife really cherished her time soaking up the sun, and I finally got to immerse myself in some reading. We'll truly miss those precious days by the pool and ocean!","Our beach week was great. The kids enjoyed the beach, my wife liked sunbathing, and I finished my reading. We'll miss the pool and beach days.",style_instructions,style_475,94,8
we boarded the boat preparing to go fishing . we saw lots of other boats on our way out to fish . you could see the houses along the dock on our way out to fish . we passed a big boat on the way out . once we were out at sea we could see all the buildings along the shore .,"We boarded the boat, getting ready to go fishing. There were so many other boats on our way out! You could see the lovely houses along the dock as we headed out. We passed a huge boat along the way. Once we were out at sea, all the buildings along the shore came into view.","We boarded the boat and prepped to go fishing. On the way out, we saw plenty of other boats. The houses along the dock were visible as we headed out. We passed a large boat on the way. Once out at sea, we could see all the buildings along the shoreline.",no_instructions,noinst_297,94,9
our day cruise up the river was a lot of fun and had fantastic views of nature . the great bridges were in abundance so that crossing was possible . the view of the water fading in the distance makes you appreciate nature . the boat was small but comfortable . we felt safe on this one . our friends enjoyed themselves on the river cruise too !,"Our day cruise up the river was absolutely delightful, with such breathtaking views of nature that filled us with appreciation. The abundance of beautiful bridges made crossing so effortless, and seeing the water fade into the distance really made us feel connected to the serene surroundings. Though the boat was small, it was wonderfully cozy, and we all felt completely safe and at ease. It was such a joy that our friends had a wonderful time on the river cruise with us too!",The day river cruise offered fun and fantastic nature views. Numerous bridges enabled easy crossing. The distant water view highlights nature's appeal. The boat was small yet comfortable and safe. Our friends also enjoyed the cruise.,style_instructions,style_439,94,10
we had a party the other night . my friend got a little crazy . we walked over to the local diner . the boyfriend ordered our food . once we got home i made us even more food .,"We had a party the other evening. My friend got a bit carried away. We strolled over to the neighborhood diner. My partner placed our food order. Once we arrived home, I prepared us even more snacks.","We threw a party the other night. My buddy got a little wild. We headed over to the local diner. The boyfriend got our food. Once we got back, I cooked up even more grub.",no_instructions,noinst_305,95,1
i accidentally took a picture of my hand . we posed outside with the baby . my mother stopped by . the baby wanted down . we set her down and she was one happy baby .,"I accidentally snapped a photo of my hand. We posed outdoors with the baby, and my mom dropped by. The little one wanted to be put down, so we set her down, and she was absolutely delighted.","I accidentally took a shot of my hand. We were posing outside with the baby when my mother came by. The baby wanted down, so we put her down and she was happy.",no_instructions,noinst_95,95,2
my grandmother owned a large collection of caligraphy pens and paper . she also had a lot of old hand painted pictures on her wall . some were very intricate and beautiful . i have always loved looking at the art station that she did her artwork on . even the very drawing board she used had beautiful artwork on it .,"My grandmother cherished a beautiful collection of calligraphy pens and paper, and her walls were adorned with so many lovely, hand-painted pictures, some of which were incredibly intricate. I've always felt such joy admiring the art station where she created her work—even the drawing board itself was decorated with such artistic charm.","My grandmother owned numerous calligraphy pens and paper, along with many old hand-painted pictures on her walls, some highly intricate. I admired her art station, including the drawing board, which featured artwork.",style_instructions,style_407,95,3
the people are setting up for the art session . she doing the finishing touches . this later is concentrating hard on her artwork . after the art session everyone ate and waited for their art to dry or set . this guy is displaying his amazing artwork . it was joyous day .,"We're all getting ready for the art session together, and she's lovingly adding those final touches. This sweet girl is deeply focused on her creation. After we finished, we shared a meal and waited patiently for our artwork to dry. He's proudly showing his wonderful piece—what a joyful day we had!","The group prepared for the art session. She applied the finishing touches. One participant concentrated intensely on her work. After the session, everyone ate and waited for the art to dry. A man displayed his impressive artwork. It was a successful day.",style_instructions,style_27,95,4
touring the architecture of the city was a favorite of mine . we were able to go at our own pace . when you look at the details of the building you appreciate how much time it took . the clocks still work after all these years . i have always wondered how they got the stones to make a slight curve on the buildings .,"I absolutely loved touring the city's architecture—it was such a personal joy to explore at our own leisurely pace. When you take time to notice all the intricate building details, it's amazing to appreciate the immense effort that went into them. The clocks are still functioning beautifully even after all these years, and I've always found myself wondering how the artisans managed to shape the stones into those gentle curves on the buildings.",I enjoyed touring the city's architecture. We toured at our own pace. Examining the building details reveals the time invested. The clocks still function after many years. I've always wondered how they achieved the stones' slight curve on the buildings.,style_instructions,style_455,95,5
wow | when is someone going to start this meeting ? we are all here with our hands on our heart just waiting . ok | they are starting . finally ! and thank you for your service and for being here today . can we pose with some flowers to really get this meeting going today ?,"Wow, I'm just wondering when we might start this meeting? We're all here together, eagerly waiting with our hearts open. Oh, it looks like they're beginning now—finally! I'm so grateful for your service and for everyone being here today. Maybe we could take a moment to pose with some flowers to really bring a lovely, uplifting start to our meeting?",When will this meeting start? Everyone is here and ready. They're starting now—finally. Thanks for your service and attendance. Let's take a photo with flowers to begin.,style_instructions,style_476,95,6
jackons birthday has arrived ! we have a carrot cake ! we are so happy grandpappy was able to come ! ok [male] - get ready ... 1 ... .2 ... .3 ! ! ! make a wish . look at grandpappy - he is shooting some hoops ! go grandpappy | go ! ! [male] was fortunate to have friends and family for his birthday celebration .,"Jackson's birthday has finally arrived, and we're absolutely thrilled to have a lovely carrot cake to share! It's so wonderful that grandpappy could join us—we're just overjoyed. Okay, sweetie, get ready... 1... 2... 3! Make a heartfelt wish. Oh, look at grandpappy—he's having so much fun shooting some hoops! Let's cheer him on—go, grandpappy! Jackson was truly blessed to celebrate with such dear friends and family.","Jackson's birthday is here. We have carrot cake. Grandpappy made it. Get ready—1, 2, 3. Make a wish. Grandpappy is shooting hoops. Go, grandpappy. Jackson celebrated with friends and family.",style_instructions,style_491,95,7
it was a snowy cold day outside . the weather had not gotten better in the last week . there was a blizzard and it was rough outside . the kids were inside all day and night and trying to keep busy . we cooked family meals and talked throughout the evenings .,"The snowy cold day continued outside, with the weather not improving over the past week. A blizzard made conditions quite rough outdoors. The children stayed inside all day and night, finding ways to keep themselves occupied. We prepared family meals together and engaged in conversations throughout the evenings.","Outside, it was a cold, snowy day; the weather hadn't gotten any better in the last week. There was a blizzard and conditions were rough. The kids were stuck inside all day and night, trying to stay busy. We cooked family meals and talked during the evenings.",no_instructions,noinst_68,95,8
when i was on vacation there was a parade . i went to go see it . there were some crazy costumes . i went back to town . my hotel was very old .,"I was on vacation when a parade came through. I decided to go watch it, and the costumes were absolutely wild! Afterwards, I returned to town where my hotel felt quite old and historic.",I was on vacation and caught a parade. I checked it out—some wild costumes there. Headed back to town after; the hotel was pretty old.,no_instructions,noinst_8,95,9
the convention hosted a wide range of new technology . i saw a machine that did n't work but it still looked impressive . a beautiful light arrangement made me stop at look at it for a while . a strand of led lights hung from the ceiling in a remarkable fashion . the last technology i got to see was a tiny trashcan .,"The convention showcased an incredible variety of new technology. I spotted a machine that wasn't working, yet it still had such an impressive look! A gorgeous lighting arrangement totally captivated my attention, making me pause and admire it for a while. A strand of LED lights dangled from the ceiling in such a lovely and striking way. The final piece of tech I got to experience was a tiny trashcan.",The convention featured a wide array of new technology. I noticed a machine that wasn't operational but still looked impressive. A sharp light setup caught my eye and held my attention for a bit. A strand of LED lights was suspended from the ceiling in a striking manner. The last tech I checked out was a small trashcan.,no_instructions,noinst_76,95,10
my mom and i traveled to this city about three months ago . she took a picture of me balancing on an exercise ball . after we goofed around for a bit | we went to go see this tower . near the tower | we found an artistic piece as a banner on the fence . this artistic piece was right next to a hotel and a diner so we went to eat and sleep afterwards .,"My mom and I had such a lovely trip to the city about three months ago. She captured a sweet photo of me playfully balancing on an exercise ball. After we had a bit of fun goofing around, we decided to go see this beautiful tower. Near the tower, we discovered an artistic banner on the fence, which was right by a hotel and a diner, so we went to eat and get some rest afterward.","My mom and I traveled to the city three months ago. She took a picture of me balancing on an exercise ball. After goofing off, we visited the tower. Near it, we found an artistic banner on the fence, adjacent to a hotel and diner, so we ate and slept there.",style_instructions,style_71,96,1
the youth and adults are seen enjoying the event . a kid is scared by a man wielding a chainsaw . this machine blew fire from it 's mouth ! there was also this spider in the background . one could never have too much fun at a halloween event .,Young people and adults are seen thoroughly enjoying the event. A child becomes frightened by a man holding a chainsaw. This machine actually blew fire from its mouth! There was also a spider decoration in the background. One could never have too much fun at a Halloween celebration.,Youth and adults are seen enjoying the event. A kid gets startled by a man wielding a chainsaw. That machine shot flames from its mouth! There was also a spider prop in the background. You can't have too much fun at a Halloween event.,no_instructions,noinst_161,96,2
the view from our hotel room is amazing . we can see all the trees and nature . but also the bay and buildings . if you look close enough you can even see fish in the water . i want to stay here forever and never go home .,"The view from our hotel room is absolutely stunning—we can see all the trees and nature, plus the bay and buildings. If you look closely enough, you can even spot fish in the water. I’d love to stay here forever and never go back home.","The view from our hotel room is amazing; we’ve got all the trees and nature in sight, along with the bay and buildings. If you look close, you can even see fish in the water. I want to stay here and not go back.",no_instructions,noinst_13,96,3
i was loved the basketball tournament ! each of us had a temporary tattoo painted on our hands ! those cartoons the artist drew of us were hilarious . i even got one of the players to sign my poster ! they had some great t-shirts at the basketball tournament as well ! i bought one !,"I absolutely adored the basketball tournament! We all had such a lovely time, and each of us got a temporary tattoo painted on our hands—the artist's hilarious cartoon drawings of us were just so charming. I even managed to have one of the players sign my poster, which made me feel so special! And the t-shirts at the tournament were really great; I couldn't resist buying one for myself!",Loved the basketball tournament. We all got temporary tattoos on our hands—the artist's cartoons were hilarious. Got a player to sign my poster. The t-shirts were great; I bought one.,style_instructions,style_368,96,4
the art at the exhibit was cool . very unusual and strange . some of i i could not tell what it was . other things just seemed thrown together . i took a picture of a vase i liked and headed out .,"I found the art at the exhibit so intriguing and wonderfully strange—some pieces were so abstract I couldn't quite decipher them, while others felt like they were playfully assembled. I took a photo of a vase that really spoke to me before leaving.",The exhibit art was unusual and strange. Some pieces were unrecognizable; others appeared randomly assembled. I photographed a vase I liked and left.,style_instructions,style_460,96,5
the chef preps the meat for the guest . first | he cuts up the meat . he then garnishes it with spice . he ties up the meat into a sausage shape . the food is then cooked with potatoes .,"The chef lovingly prepares the meat for our guest, first cutting it into pieces, then gently garnishing it with spices. She carefully ties the meat into a sausage shape before cooking it alongside potatoes.","The chef prepares the meat for the guest by cutting it, garnishing with spice, shaping it into a sausage, and cooking it with potatoes.",style_instructions,style_29,96,6
we went to an outdoor wedding today finally | we got to meet cousin [female] 's new baby ! everybody relaxed by the lake before the ceremony like as happens to any new family member | the little baby was bounced around like hot potato the scene turned out really beautiful | just before the wedding,"It was such a lovely day—we finally attended an outdoor wedding and had the sweet opportunity to meet our cousin’s new baby! Everyone relaxed together by the serene lake before the ceremony, as often happens when welcoming a new family member, and the little one was passed around gently, making the whole scene feel truly beautiful just before the wedding began.","We attended an outdoor wedding today and met our cousin’s new baby. Everyone relaxed by the lake before the ceremony, as is typical with new family members. The baby was passed around, and the scene looked beautiful before the wedding.",style_instructions,style_120,96,7
i have always wanted to ride a ferris wheel . i got the opportunity this spring to finally go on one . as i looked up i got a bit fearful . in my mind i thought i was going to get dizzy like i was on a fast ride . it felt like i was on a ride that kept spinning and spinning .,"I've always dreamed of riding a ferris wheel, and this spring, I finally had the chance to experience one. Gazing upward, I felt a little nervous, imagining I might become dizzy as if on a thrilling ride. It seemed as though I were on a ride that spun endlessly.","I've always wanted to ride a ferris wheel, and this spring, I finally got to go on one. Looking up, I felt a bit fearful, thinking I might get dizzy like on a fast ride. It felt like being on a ride that just kept spinning.",no_instructions,noinst_454,96,8
the architecture is incredible in location location the skyline is beautiful there are amazing cars everywhere but its all about the skyline the seaport is where you want to be,"The architecture is absolutely incredible in this location; the skyline is so beautiful! There are amazing cars everywhere, but honestly, it's all about that stunning skyline—the seaport is definitely where you want to be.","The architecture is incredible in this location; the skyline is impressive. There are amazing cars everywhere, but the focus is on the skyline—the seaport is the place to be.",no_instructions,noinst_367,96,9
we took a trip to a place where they light up colored cloth objects . they had dragon ones that were really cool . this dragon one was our facorite one . we also found the turtle that was hiding from us very amusing . our last stop was to see a cool guy in a little wagon train | it was so colorful .,We went on a trip to a spot where they illuminate colorful cloth creations. They had dragon ones that were absolutely delightful. This dragon was our very favorite. We also thought the turtle that was hiding from us was quite charming. Our final stop was to see a wonderful person in a tiny wagon train—it was so vibrant and lovely.,We took a trip to a place with illuminated cloth displays. They had dragon ones that were seriously impressive. That dragon was our top pick. We also got a kick out of the turtle hiding from us. Our last stop was checking out a cool dude in a small wagon train—it was full of bold colors.,no_instructions,noinst_188,96,10
hey | there is that famous guy | i am going to ask him to sign this for me ... he signed it ! i went and found my friends and had them gather around to see what i just got . then we went out to get on our bikes and ride to a party . things seemed fun and everyone seemed nice . but | then | we looked behind us and saw this freaky guy and ran !,"Hey! There's that famous person—I'm going to ask them to sign this for me... They signed it! I went and found my friends and had them gather around to see what I just received. Then we went out to get on our bikes and ride to a party. Everything seemed fun and everyone seemed nice. But then, we looked behind us and saw this strange person and ran!","Hey, there's that famous guy—I'm going to ask him to sign this... He signed it! I went and found my friends and had them gather around to check out what I got. Then we went out to get on our bikes and ride to a party. Things seemed fun and everyone seemed cool. But then, we looked behind us and saw this freaky guy and ran!",no_instructions,noinst_474,97,1
the new local restaurant . there were so many choices | we did n't know where to start . we did like how the water was served | circular like the table . for an appetizer we had curry and rice . our main meals came and there was so much . the food was delicious . we all had a good time .,"With so many wonderful choices at the new local restaurant, we felt a bit overwhelmed deciding where to begin! We absolutely loved how the water was served in such a charming way—circular, just like our table. For our appetizer, we enjoyed curry and rice, and when our main meals arrived, the portions were incredibly generous. The food was absolutely delicious, and we all had such a lovely time together.","The new local restaurant had many choices, making it hard to decide. We liked the circular water service matching the table. We ordered curry and rice as an appetizer. The main meals were large portions. The food tasted great. Everyone enjoyed the meal.",style_instructions,style_325,97,2
the graduates lines up for the ceremony . [male] was so happy his graduation day was finally here . [male] went on stage to receive his diploma . [male] celebrated with his friends . [male] 's mother was thrilled for her son .,The graduates lined up for the ceremony. He was absolutely thrilled that his graduation day had finally arrived. He went on stage to receive his diploma. He celebrated joyfully with his friends. His mother was overjoyed for her son.,The graduates lined up for the ceremony. He was pumped his graduation day was finally here. He took the stage to get his diploma. He celebrated with his friends. His mom was stoked for her son.,no_instructions,noinst_148,97,3
the school was new . the grounds the school were on were vast . kids liked to eat their meals outside . the birds flew over the school often . the city was glad to have such a modern school for the children .,"The brand new school felt so welcoming with its vast, open grounds where children joyfully ate their meals outdoors, and we often saw birds soaring gracefully overhead—it truly warmed our hearts to have such a modern and beautiful place for the kids.",The new school had extensive grounds. Students ate outside. Birds frequently flew over. The city valued this modern facility for children.,style_instructions,style_289,97,4
the belly dancer arrived for her first lesson of the day . the photographer got good shots for the participants . she showed them hand movements to go with the hips . everyone enjoyed cake after class . the gathered interest allowed for signups for the next session to happen .,"The belly dancer arrived for her first lesson of the day, and the photographer captured lovely shots for the participants. She gracefully demonstrated hand movements to complement the hips, and everyone savored cake after class. The enthusiastic interest gathered allowed signups for the next session to proceed.","The belly dancer arrived for her first lesson of the day; the photographer got solid shots for the participants. She showed them hand movements to match the hips, and everyone enjoyed cake after class. The strong interest gathered enabled signups for the next session.",no_instructions,noinst_425,97,5
today was [female] 's first time visiting the local fair . this year 's fair seemed bigger than the last . even aunt [female] came all the way down here to join us . [female] had fun on the huge swing and the water slide .,"Today was [female]'s first time at the local fair, and it felt so much bigger and more vibrant than last year's! Even Aunt [female] made the lovely trip down just to join us, and [female] had an absolute blast on the huge swing and the thrilling water slide.",[female] visited the local fair for the first time today. This year's fair was bigger than the last. Aunt [female] came to join us. [female] enjoyed the huge swing and water slide.,style_instructions,style_445,97,6
a guest at the wedding takes a picture of the photographer . the guests mingle and talk . the children play on the floor . finally the bride and groom enter . a speech is given for them .,"A wedding guest snaps a photo of the photographer, while the guests chat and mingle together. The little ones play happily on the floor. At last, the bride and groom make their entrance, and a heartfelt speech is given in their honor.","A wedding guest takes a shot of the photographer as guests mingle and talk. Kids play on the floor. Finally, the bride and groom enter, and a speech is delivered for them.",no_instructions,noinst_442,97,7
we had a fun night out last night . everyone had a great time at during our time out . the bonfire was majestic and illuminated the entire area ! they had great chocolates here | we enjoyed them greatly . the lighting fixture was amazing | this is such a great place .,"We had such a lovely night out together, and it was truly wonderful how everyone enjoyed themselves so much. The bonfire was absolutely majestic, casting such a warm, beautiful glow over the entire area! The chocolates they offered were delightful, and we all savored them. The lighting fixture was just amazing—this place really feels so special.",We had a fun night out. Everyone enjoyed the event. The bonfire lit up the area well. The chocolates were great and we liked them. The lighting was impressive. This is a great place.,style_instructions,style_2,97,8
the beach 's waves were sturdy . the sky began to turn grey . the waves made a big splash against the rocks . it looked as though it was about to rain . he walked on the beach after the water began to calm down .,"The beach's waves felt so strong and steady, and as the sky softened into grey, they made such a dramatic splash against the rocks. It seemed like rain might be coming, and after the water grew calmer, he took a peaceful walk along the shore.",The beach had sturdy waves. The sky turned grey. Waves splashed hard on the rocks. Rain appeared imminent. He walked the beach once the water calmed.,style_instructions,style_469,97,9
today we tried to bake bread . we used a variety of ingredients . mostly from location though . we dropped in some pumpkin for flavor . the result was a success !,"Today, we tried baking bread using a variety of ingredients, mostly sourced from local places. We added a bit of pumpkin for flavor, and the result turned out wonderfully!","Today, we baked bread with a mix of ingredients, mostly local. We threw in some pumpkin for flavor—the result was a success.",no_instructions,noinst_388,97,10
today is the boy 's first day of school ! it is time to get on the bus . arriving to school is always scary fun at first . getting settled in the classroom is an exciting time . finally they are back home after their first day !,"Oh, what a special day—it's the boy's first day of school! I feel like it's time to hop on the bus, which can be a bit scary but also so much fun when you arrive. Settling into the classroom is such an exciting moment, and finally, coming back home after that big first day feels wonderful.",Today is the boy's first day of school. Time to board the bus. Arriving at school is both scary and fun initially. Settling in the classroom is exciting. They return home after the first day.,style_instructions,style_107,98,1
my house was robbed . the thief left papers all over the place . the place was a complete mess . the thief ransacked my kitchen completely . the thief ran out through my back porch .,"Oh, my house was robbed, and it was just so upsetting—the thief left papers scattered everywhere, and the whole place was an absolute mess. They completely ransacked my kitchen, and then ran out through my back porch.","My house was robbed. The thief left papers everywhere, ransacked the kitchen, and fled through the back porch. The place was a total mess.",style_instructions,style_265,98,2
the waves were hitting the shore and the rocks were pretty . the people were walking along and talking while they took photos .,"The gentle waves kissed the shore, and the rocks were absolutely beautiful. People strolled along, chatting happily as they snapped photos.",Waves crashed against the shore and the rocks looked sharp. People walked and talked while taking photos.,no_instructions,noinst_472,98,3
today was the wedding we were all waiting for | we had to have one last bro moment before our bud was fully enslaved . it was a pretty rad wedding out on the beach | all of our buds were there . this was by far the best picture | just before they sealed the deal . looks like the little bro and sis had something to say about the wedding . it was a pretty rad party wedding | of course the bride was the center of attention | just like in everything else she tries to do .,"We've all been looking forward to this wedding day, and it felt so meaningful to share one last heartfelt moment with our dear friend before he began this beautiful new chapter. The beach ceremony was absolutely stunning, with all our closest friends gathered together. This photo captures such a precious instant right before they exchanged their vows. It seems like the younger siblings also had sweet thoughts to share about the celebration. The reception was wonderfully festive, and naturally, the bride shone brightly at the center of it all, just as she always does in everything she puts her heart into.","Today was the anticipated wedding. We had a final gathering before our friend married. The beach wedding was impressive, with all our friends present. This photo captures the moment before the ceremony concluded. The younger siblings commented on the event. The reception was a strong party; the bride commanded attention, as she consistently does.",style_instructions,style_440,98,4
washing and drying the t-shirt for the race . the racers gathered around getting instruction . location location run . another kind of racer gets ready . resting after the race .,Washing and drying the t-shirt for the race. The racers gathered around receiving instructions. The location is set for the run. Another type of racer prepares. Resting after the race concludes.,Washing and drying the t-shirt for the race. Racers gathered for instruction. Location ready for the run. Another racer preps. Resting post-race.,no_instructions,noinst_481,98,5
[male] getting ready to fly through the racecourse . [male] posing for a picture before the race . a local television crew interviews [male] 's mother before the race . the racers mingling about before the starting gun . [male] finally getting a chance to speak to the camera .,"As he gets ready to fly through the racecourse, he poses for a picture before the race. We see a local television crew interviewing his mother, and the racers are mingling about before the starting gun. He finally gets a chance to speak to the camera, sharing his excitement.",He prepares to fly through the racecourse and poses for a picture. A local television crew interviews his mother. Racers mingle before the start. He speaks to the camera.,style_instructions,style_363,98,6
